platform,title,caption,hashtags,keywords,likes,comments,shares,date,trend_score,trend_category,trend_class,url
Instagram,3 วันสุดท้าย! 🥮 The Heritage Mooncake Collection 2,"3 วันสุดท้าย! 🥮 The Heritage Mooncake Collection 2025 ที่ทุกคนรอทั้งปี ใครยังไม่ได้จอง รีบเลยด่วนนนน‼️ พร้อมโปรโมชั่นสุดพิเศษ🔥 ซื้อ 3 กล่อง แถมฟรี 1 กล่องทันที🔥 (เฉพาะกล่อง 8 เท่านั้น) 11 ช่องทางการสั่งซื้อ ใครสะดวกแบบนี้ไปกันเลย! สั่งซื้อได้แล้ววันนี้ - 6 ตุลาคม 68 นี้ 📍CentralWorld 7 Floor 📍Charoennakhon 10 📍Sukhumvit 26 📍Siam Paragon Pop-Up, G Floor 📍Siam Paragon Pop-Up, G Floor 📍Emquartier Pop-Up, G Floor 📍Paragon – Siam Paragon 1 Floor 📍The Mall Bang Khae 1 Floor 📲 สั่งจองล่วงหน้า LINE OA: @holidaypastry 🛵 Delivery: Grab / Lineman #HolidayPastryMooncake #TheHeritageMooncakeCollection #HolidayPastry","#HolidayPastryMooncake, #TheHeritageMooncakeCollection, #HolidayPastry","นี้, ที่ทุกคนรอทั้งปี, ใครสะดวกแบบนี้ไปกันเลย, cake, ใครยังไม่ได้จอง, เฉพาะกล่อง",26,2,1,2024-09-23T15:47:34Z,5e-06,bakery,cake,https://www.facebook.com/reel/24784106291256438/
Facebook,HOLIDAY PASTRY ร้านอร่อยรีวิวดี สั่งได้ที่ LINE MA,HOLIDAY PASTRY ร้านอร่อยรีวิวดี สั่งได้ที่ LINE MAN Holiday Pastry พร้อมเสิร์ฟความอร่อยกับเมนู Osaka Crispy Cream puff พัฟจิ๋วที่มีเอกลักษณ์กรอบนอกฉ่ำใน ความพิเศษหวานน้อย หอมละมุน และซ่อนครีมสดไส้ทะลักไว้ด้านในเต็มๆ 3 รสชาติที่ทุกคนต้องลอง 1 กล่อง 12 ลูก 🍮 Madagascan Vanilla Salted Caramel 245.- 🍠 Fuji Taro 265.- 🍵 Uji Matcha Kyoto 285.- พิเศษสำหรับลูกค้า LINEMAN Osaka Crispy Cream puff ซื้อ 2 กล่อง แถมฟรี 1 กล่อง 📆 วันที่ 25 ต.ค. - 31 ต.ค. 2025 (โปรโมชั่นมีจำนวนจำกัด) . 💚กดสั่งผ่าน LINE MAN เลย! . 🔥ใส่โค้ด UC2025 ลดสูงสุด 100.-* 🛵ค่าส่ง 0 บาท เมื่อเลือกประเภทการจัดส่งแบบ ‘ส่งถูก’ ในระยะทางที่กำหนด . *ส่วนลดเฉพาะร้านหรือสาขาที่มีสัญลักษณ์ LINE MAN Wongnai Users’ Choice เท่านั้น #LINEMANXHOLIDAYPASTRY #LINEMANถูกสุดทุกวัน #LINEMANWongnaiUserschoice,"#LINEMANXHOLIDAYPASTRY, #LINEMANถูกสุดทุกวัน, #LINEMANWongnaiUserschoice","บาท, ใส่โค้ด, โปรโมชั่นมีจำนวนจำกัด, พิเศษสำหรับลูกค้า, ลดสูงสุด, pasty",14437,251,685,2024-10-01T15:47:34Z,0.002422,bakery,pasty,https://www.facebook.com/holidaypastryofficial/posts/pfbid02D9HfzNB9XrYjVyHPSaQCdgHb52svwpfKeqYpTCNgsq789FWTqSaM5dCWYo37kTsql
Instagram,✨🎉DEAN & DELUCA Thailand เฉลิมฉลองครบรอบ 15 ปี กับ,✨🎉DEAN & DELUCA Thailand เฉลิมฉลองครบรอบ 15 ปี กับคอลเลกชันกระเป๋าสุดพิเศษ Taste in Timeless Red Iconic Style ในโทนสี Signature Red สะท้อนเสน่ห์อันป็นเอกลักษณ์ คลาสสิก และเหนือกาลเวลา มีให้เลือกถึง 6 รุ่น 💖D&D Bangkok Empire Red Tote Bag : 1495 THB 💖D&D Bangkok Soho Red Tote Bag : 1295 THB 💖D&D Bangkok Metropolitan Red Tote Bag : 1195 THB 💖D&D Bangkok Brooklyn Red Tote Bag : 1195 THB 💖D&D Bangkok Dumbo Red Tote Bag : 1095 THB 💖D&D Bangkok Thermal Red Tote Bag : 525 THB วางจำหน่ายแล้วตั้งแต่วันนี้เป็นต้นไป #トートバッグ #deananddelucathailand #deandelucathailand #deandeluca #deananddeluca #deandelucaonebangkok #15thanniversary #15years #15yearstogether #signaturered #timeless #TimelessStyle #TimelessDesign #timelessstyle #timelessdesign,"#トートバッグ, #deananddelucathailand, #deandelucathailand, #deandeluca, #deananddeluca, #deandelucaonebangkok, #15thanniversary, #15years, #15yearstogether, #signaturered, #timeless, #TimelessStyle, #TimelessDesign, #timelessstyle, #timelessdesign","มีให้เลือกถึง, other, กับคอลเลกชันกระเป๋าสุดพิเศษ, สะท้อนเสน่ห์อันป็นเอกลักษณ์, กับ, รุ่น",27,4,7,2024-11-26T15:47:34Z,8e-06,bakery,other,https://www.facebook.com/ddbkk/posts/1200599465434885
Instagram,✨ Celebrate DEAN & DELUCA Thailand’s 15th Annivers,"✨ Celebrate DEAN & DELUCA Thailand’s 15th Anniversary ✨ Enjoy our Buy One Get One Free Beverage Promotion throughout September and October 2025. ⏰ 12:00 P.M. – 6:00 P.M. 📅 From today until October 31, 2025 📍 Available at all branches, excluding airport locations #deananddelucathailand #deandelucathailand #deananddeluca #deandeluca #deandelucaonebangkok #15years #15yearstogether #15thanniversary #bogo #bogodrinks #Buy1Take1 #buy1Get1Free ##buy１get１free","#deananddelucathailand, #deandelucathailand, #deananddeluca, #deandeluca, #deandelucaonebangkok, #15years, #15yearstogether, #15thanniversary, #bogo, #bogodrinks, #Buy1Take1, #buy1Get1Free, #buy１get１free",other,63,4,20,2025-05-22T15:47:34Z,1.9e-05,bakery,other,https://www.facebook.com/ddbkk/posts/1198298188998346
Instagram,Tiger Prawn Tom Yum Fried Rice🍚🍤🔥 ข้าวผัดต้มยำกุ้ง,"Tiger Prawn Tom Yum Fried Rice🍚🍤🔥 ข้าวผัดต้มยำกุ้ง หอมกรุ่นด้วยเครื่องต้มยำแท้ๆ ผัดเข้ากับข้าวหอมมะลิและเห็ดชิเมจิ รสเผ็ดจัดจ้านถึงใจ เสิร์ฟพร้อม กุ้งลายเสือชิ้นโต สดเด้ง เต็มคำ อร่อยครบรสแบบไทยในจานเดียว ราคาเพียง 235 บาท 📍ให้บริการ 5 สาขาเอ็มควอเทียร์, เดอะคริสตัล, สารสิน, วัน แบงค็อก และ KingBridge Tower #deananddelucathailand #deandelucathailand #deandeluca #deananddeluca #deandelucaonebangkok #thaifoodlover #thaifood #thaifoodstyle #tomyum #tomyumkung #tomyumfriedrice #ข้าวผัดต้มยำ #ข้าวผัดต้มยำกุ้ง","#deananddelucathailand, #deandelucathailand, #deandeluca, #deananddeluca, #deandelucaonebangkok, #thaifoodlover, #thaifood, #thaifoodstyle, #tomyum, #tomyumkung, #tomyumfriedrice, #ข้าวผัดต้มยำ, #ข้าวผัดต้มยำกุ้ง","บาท, เดอะคริสตัล, other, เต็มคำ, ผัดเข้ากับข้าวหอมมะลิและเห็ดชิเมจิ, ข้าวผัดต้มยำกุ้ง",15,0,2,2025-07-09T15:47:34Z,3e-06,bakery,other,https://www.facebook.com/ddbkk/posts/1195844962577002
Facebook,เมนูเสือคั่ว ต้องร้านนี้ 🐯🔥 ลาบกรุง ร้านลาบที่โคต,เมนูเสือคั่ว ต้องร้านนี้ 🐯🔥 #ลาบกรุง ร้านลาบที่โคตรมันส์ ขายวันละ 100 จาน . ✨ จุดเด่น - อีสานแท้ 100% ถึงรส เด็ด เผ็ด จัดจ้านนัว ๆ - เมนูครบ: ย่าง ยำ ตำ ก้อย ซอยจุ๊ น้ำตก ลวกจิ้ม ต้มแซ่บ อ่อม จิ้มจุ่ม - บรรยากาศเป็น Community สายรักอาหารอีสาน - เมนูซิกเนเจอร์ “เสือคั่ว” หอม เนื้อฉ่ำกำลังดี - ปลาดุกย่าง ใช้ปลาดุกอุยเป็น ๆ แล่มาให้แล้ว ไม่ต้องแกะคือที่สุด - ต้มแซ่บ รสซดคล่อง เผ็ดแซ่บรสจัดจ้าน - ยุกเเกะ เนื้อสด หั่นเป็นชิ้นพอดีคำ - เสือร้องไห้ เนื้อแน่นเคี้ยวสนุก . 👇🏻 อ่านเพิ่มเติม ในคอมเมนต์! More information in comment! . #LabkrungSocialClub #ลาบกรุงสโมสร #เสือคั่ว #STinterview #STช่างถาม #Starvingtime #เรื่องกินเรื่องใหญ่,"#ลาบกรุง, #LabkrungSocialClub, #ลาบกรุงสโมสร, #เสือคั่ว, #STinterview, #STช่างถาม, #Starvingtime, #เรื่องกินเรื่องใหญ่","ยำ, ใช้ปลาดุกอุยเป็น, เมนูซิกเนเจอร์, other, รสซดคล่อง, ปลาดุกย่าง",1534,7,71,2023-11-16T15:47:34Z,0.000251,bakery,other,https://www.facebook.com/Starvingtime/videos/2096724570853873/
Instagram,🚨 สายกินรวมตัว อร่อย ชิล! 🚨 งานนี้เข้าฟรี! แถมมีเว,🚨 สายกินรวมตัว อร่อย ชิล! 🚨 งานนี้เข้าฟรี! แถมมีเวิร์กช็อป เสวนา ดนตรีสด ครบจบทั้งกิน ทั้งชิล . 😋🎡FOOD CARNIVAL “อร่อยเอาเรื่อง” ความอร่อยในสวนกลางเมือง ที่ มิวเซียมสยาม กับเทศกาลอาหารที่รวมทั้ง ร้านตำนาน ร้านรางวัล ร้านโซเชียลดังและร้านเชฟคนดัง มากว่า 40 ร้านในที่เดียว! . 🛩️ ความอร่อยห้ามพลาด: ลุงใจไข่ปิ้ง ตำนานคู่นครปฐมกว่า 20 ปี สุกี้พรศิริ สตรีตฟู้ดเจ้าดัง คั่วไก่ไอ้เครา แชมป์รายการ The Spoon ช้อนทองคำ ไอศกรีมละมุด 100 ปี บ้านใหม่ ทองดีเบอร์เกอร์ จิ๋วกุ่ย 酒鬼 ไก่ทอดกุ๊กขี้เมา 25 Degrees Bangkok เจปัง ไอติมย่างเนยโฮมเมด ก๋วยจั๊บยืนพื้น แม่ศรีเรือน ย้อยหย่อย และ Canton Paradise เป็นต้น . 🌳 บรรยากาศปิกนิกกลางสวนสวย ใจกลางกรุง 📌 เดินทางง่าย : MRT สนามไชย / BTS วงเวียนใหญ่🚇🛶 . เรียกได้ว่า…อร่อย ฟิน ครบทุกมิติ แล้วมาเจอกันที่งาน 💖 . 😋🎡FOOD CARNIVAL “อร่อยเอาเรื่อง” ⏰3-5 ตุลาคม 2568 | เวลา 12.00-21.00 น. 🎪 ที่ มิวเซียมสยาม . #FOODCARNIVAL #อร่อยเอาเรื่อง #มิวเซียมสยาม #เทศกาลอาหาร #เส้นทางเศรษฐี #สำนักพิมพ์มติชน #Starvingtime #เรื่องกินเรื่องใหญ่,"#FOODCARNIVAL, #อร่อยเอาเรื่อง, #มิวเซียมสยาม, #เทศกาลอาหาร, #เส้นทางเศรษฐี, #สำนักพิมพ์มติชน, #Starvingtime, #เรื่องกินเรื่องใหญ่","สำนักพิมพ์มติชน, เสวนา, other, อร่อย, เรียกได้ว่า, แถมมีเวิร์กช็อป",24,8,15,2024-04-14T15:47:34Z,1.2e-05,bakery,other,https://www.facebook.com/Starvingtime/posts/pfbid02vWR5SaC9xQTtpVX51bWS8e6BGvpo5db2RHkzqwk12b3s84cBB2vtLshQ7EqvjHxnl
TikTok,เมนูนี้แค่ 3 พยางค์ ลองเดากันดู!! . Starvingtime,เมนูนี้แค่ 3 พยางค์ ลองเดากันดู!! . #Starvingtime #เรื่องกินเรื่องใหญ่,"#Starvingtime, #เรื่องกินเรื่องใหญ่","other, พยางค์, เรื่องกินเรื่องใหญ่, ลองเดากันดู, เมนูนี้แค่",240,58,3,2024-05-03T15:47:34Z,5.2e-05,bakery,other,https://www.facebook.com/Starvingtime/posts/pfbid02kM7qGDHNK9NCArNhDbkiAoVDhQkpnc74fTStiJu9UDbae8wtJLHjsVrhFCbGug1Zl
Instagram,DEAN & DELUCA is now open a new latest location at,"DEAN & DELUCA is now open a new latest location at Suvarnabhumi Airport! ✈️ Find us on the 2nd Floor, Domestic Arrivals. The perfect stop to grab a bite before heading into the city or another destination — with a full menu of fresh pastries, sandwiches, pasta, and hearty rice bowls, plus comforting seating for a refreshing break. ดีนแอนด์เดลูก้า สาขาใหม่ล่าสุด เปิดแล้ววันนี้ ที่สนามบินสุวรรณภูมิ ชั้น 2 ผู้โดยสารขาเข้าในประเทศ 🍴 แวะเติมพลัง หาอะไรรองท้องก่อนเข้าเมืองหรือก่อนไปยังจุดหมายถัดไป กับเมนูครบครัน ทั้งเพสทรี แซนด์วิช พาสต้า และข้าวหน้าต่างๆ พร้อมที่นั่งสบายๆ ให้คุณได้พักผ่อนอย่างสดชื่น #deandelucathailand #deandeluca #deananddelucathailand #deandeluca_thailand #airport #suvarnabhumiairport","#deandelucathailand, #deandeluca, #deananddelucathailand, #deandeluca_thailand, #airport, #suvarnabhumiairport","ให้คุณได้พักผ่อนอย่างสดชื่น, ผู้โดยสารขาเข้าในประเทศ, และข้าวหน้าต่างๆ, ทั้งเพสทรี, สาขาใหม่ล่าสุด, bread",40,0,17,2024-09-20T15:47:34Z,1.3e-05,bakery,bread,https://www.facebook.com/ddbkk/posts/pfbid0oAVoyPdGkBJJTu9YqSe8XgmchLHhdiLPXSdff9SynuL1faxnncrweXeHQ1vaeyuJl
Instagram,DEAN&DELUCA BANGKOK STOCKHOLM TOTE BAG 💼 Minimal &,"DEAN&DELUCA BANGKOK STOCKHOLM TOTE BAG 💼 Minimal & Versatile Black🖤 : Denim💙 : Price : 1,195 THB #トートバッグ #deananddelucathailand #deandelucathailand #deandeluca #deananddeluca #deandelucaonebangkok #minimalstyle #minimaltotebag #minimal #menstyle #menstylefashion #casualbag #denimbag #blackbag","#トートバッグ, #deananddelucathailand, #deandelucathailand, #deandeluca, #deananddeluca, #deandelucaonebangkok, #minimalstyle, #minimaltotebag, #minimal, #menstyle, #menstylefashion, #casualbag, #denimbag, #blackbag",other,12,3,1,2024-09-28T15:47:34Z,3e-06,bakery,other,https://www.facebook.com/ddbkk/posts/pfbid0Hct6PL5bhWg2FG9sQ3HyjHjmZL85Ff8oop6Wj6CUerrrNBSL3c3YF3gyxwqTkCeyl
Facebook,🍴 ดีน แอนด์ เดลูก้า ขอเสิร์ฟเมนูอาหารไทยสุดคุ้นเคย,"🍴 ดีน แอนด์ เดลูก้า ขอเสิร์ฟเมนูอาหารไทยสุดคุ้นเคย ""Stir-Fried Chicken with Cashew Nuts Jasmin Rice"" ข้าวหอมมะลิร้อนๆ คู่กับ ไก่ผัดเม็ดมะม่วงหิมพานต์ เนื้อไก่นุ่มชุ่มซอส ผัดเข้ากันกับต้นหอมและพริกหวาน เพิ่มความกรุบมันด้วยเม็ดมะม่วงหิมพานต์หอมๆ เคล้ารสเผ็ดกำลังดี อร่อยกลมกล่อมในทุกคำ 💰 เพียงจานละ 235 บาท 📍ให้บริการ 5 สาขาเอ็มควอเทียร์, เดอะคริสตัล, สารสิน, วัน แบงค็อก และ KingBridge Tower #deananddelucathailand #deandelucathailand #deananddeluca #deandeluca #deandelucaonebangkok #thaifood #thaifoodlover #thaifoodstyle #ไก่ผัดเม็ดมะม่วง","#deananddelucathailand, #deandelucathailand, #deananddeluca, #deandeluca, #deandelucaonebangkok, #thaifood, #thaifoodlover, #thaifoodstyle, #ไก่ผัดเม็ดมะม่วง","บาท, เดอะคริสตัล, other, ไก่ผัดเม็ดมะม่วง, ข้าวหอมมะลิร้อนๆ, ไก่ผัดเม็ดมะม่วงหิมพานต์",14,0,3,2025-09-05T15:47:34Z,3e-06,bakery,other,https://www.facebook.com/ddbkk/posts/pfbid0X7vD6TXg7DXpAHN8v5HGFEteq1aGAqbmyWkexhCQRnmPozcdzqA9Lsx9N9vtNYTWl
Instagram,"5 วันสุดท้ายกับภารกิจทำขนมไหว้พระจันทร์ 20,000 ชิ้","5 วันสุดท้ายกับภารกิจทำขนมไหว้พระจันทร์ 20,000 ชิ้น จะทำได้ไหม!! ใครยังไม่มี The Heritage Mooncake Collection 2025 รีบไปจองด่วนนนนน พร้อมโปรโมชั่นสุดพิเศษ🔥 ซื้อ 3 กล่อง แถมฟรี 1 กล่องทันที🔥 (เฉพาะกล่อง 8 เท่านั้น) 11 ช่องทางการสั่งซื้อ ใครสะดวกแบบนี้ไปกันเลย! สั่งซื้อได้แล้ววันนี้ - 6 ตุลาคม 68 นี้ 📍CentralWorld 7 Floor 📍Charoennakhon 10 📍Sukhumvit 26 📍Siam Paragon Pop-Up, G Floor 📍Siam Paragon Pop-Up, G Floor 📍Emquartier Pop-Up, G Floor 📍Paragon – Siam Paragon 1 Floor 📍The Mall Bang Khae 1 Floor 📲 สั่งจองล่วงหน้า LINE OA: @holidaypastry 🛵 Delivery: Grab / Lineman #HolidayPastryMooncake #TheHeritageMooncakeCollection #HolidayPastry","#HolidayPastryMooncake, #TheHeritageMooncakeCollection, #HolidayPastry","นี้, ใครสะดวกแบบนี้ไปกันเลย, cake, กล่องทันที, วันสุดท้ายกับภารกิจทำขนมไหว้พระจันทร์, พร้อมโปรโมชั่นสุดพิเศษ",71,2,1,2025-02-19T15:47:34Z,1.1e-05,bakery,cake,https://www.facebook.com/reel/768647702674879/
Instagram,รสชาติขนมไหว้พระจันทร์ที่ไม่มีใครกล้าทำ แต่ Holida,"รสชาติขนมไหว้พระจันทร์ที่ไม่มีใครกล้าทำ แต่ Holiday Pastry กล้าทำ! ปีนี้เราพาคุณออกเดินทางสู่ 3 รสชาติใหม่เปรียบเสมือนกับการพาไปเที่ยวทั่วโลก ที่จะเปลี่ยนประสบการณ์ความอร่อยของขนมไหว้พระจันทร์ไปตลอดกาล พร้อมคงเอกลักษณ์เฉพาะของ Holiday Pastry ไส้แน่น แป้งบาง เนื้อละมุน หอมละไมในทุกคำ ✨🌙 🥮 คัสตาร์ดมัทฉะเกียวโต – ใช้มัทฉะสายพันธุ์หายากจากเกียวโต รสละมุน หอมลึก และเข้มข้นในทุกคำ 🥮 พิสตาชิโอและราสเบอร์รี่ – เมื่อวัฒนธรรมของตะวันออกผสมกับตะวันตก ผ่านความหอมอร่อยของพิสตาชิโอ ผสานรสเปรี้ยวหวานของราสเบอร์รี่อย่างลงตัว 🥮 งาดำและโฮจิชะ – เอกลักษณ์ของงาดำคั่วสไตล์จีน ผสมชาโฮจิชะแท้จากญี่ปุ่น ให้ความนุ่มลึกเสมือนกินขนมไหว้พระจันทร์ พร้อมจิบชายามเช้าไปพร้อมกัน หาซื้อได้แล้ววันนี้ - 6 ตุลาคม 68 นี้ ของมีจำนวนจำกัด 📍CentralWorld, 7th Floor 📍Charoennakhon 10 📍Sukhumvit 26 📍Siam Paragon Pop-Up, G Floor 📍Siam Paragon, 1st Floor 📍Emquartier Pop-Up, G Floor 📍The Mall Bang Khae Pop-Up, 1st Floor 📲 สั่งจองล่วงหน้า LINE OA: @holidaypastry 🛵 Delivery: Grab / Lineman #HolidayPastryMooncake #TheHeritageMooncakeCollection #HolidayPastry","#HolidayPastryMooncake, #TheHeritageMooncakeCollection, #HolidayPastry","แป้งบาง, นี้, รสละมุน, cake, พิสตาชิโอและราสเบอร์รี่, กล้าทำ",23,0,1,2025-02-14T15:47:34Z,4e-06,bakery,cake,https://www.facebook.com/reel/1283683666399527/
Instagram,รสชาติขนมไหว้พระจันทร์ที่ไม่มีใครกล้าทำ แต่ Holida,"รสชาติขนมไหว้พระจันทร์ที่ไม่มีใครกล้าทำ แต่ Holiday Pastry กล้าทำ! ปีนี้เราพาคุณออกเดินทางสู่ 3 รสชาติใหม่เปรียบเสมือนกับการพาไปเที่ยวทั่วโลก ที่จะเปลี่ยนประสบการณ์ความอร่อยของขนมไหว้พระจันทร์ไปตลอดกาล พร้อมคงเอกลักษณ์เฉพาะของ Holiday Pastry ไส้แน่น แป้งบาง เนื้อละมุน หอมละไมในทุกคำ ✨🌙 🥮 คัสตาร์ดมัทฉะเกียวโต – ใช้มัทฉะสายพันธุ์หายากจากเกียวโต รสละมุน หอมลึก และเข้มข้นในทุกคำ 🥮 พิสตาชิโอและราสเบอร์รี่ – เมื่อวัฒนธรรมของตะวันออกผสมกับตะวันตก ผ่านความหอมอร่อยของพิสตาชิโอ ผสานรสเปรี้ยวหวานของราสเบอร์รี่อย่างลงตัว 🥮 งาดำและโฮจิชะ – เอกลักษณ์ของงาดำคั่วสไตล์จีน ผสมชาโฮจิชะแท้จากญี่ปุ่น ให้ความนุ่มลึกเสมือนกินขนมไหว้พระจันทร์ พร้อมจิบชายามเช้าไปพร้อมกัน หาซื้อได้แล้ววันนี้ - 6 ตุลาคม 68 นี้ ของมีจำนวนจำกัด 📍CentralWorld, 7th Floor 📍Charoennakhon 10 📍Sukhumvit 26 📍Siam Paragon Pop-Up, G Floor 📍Siam Paragon, 1st Floor 📍Emquartier Pop-Up, G Floor 📍The Mall Bang Khae Pop-Up, 1st Floor 📲 สั่งจองล่วงหน้า LINE OA: @holidaypastry 🛵 Delivery: Grab / Lineman #HolidayPastryMooncake #TheHeritageMooncakeCollection #HolidayPastry","#HolidayPastryMooncake, #TheHeritageMooncakeCollection, #HolidayPastry","แป้งบาง, นี้, รสละมุน, cake, พิสตาชิโอและราสเบอร์รี่, กล้าทำ",10,0,0,2023-11-23T15:47:34Z,1e-06,bakery,cake,https://www.facebook.com/reel/1763305674302014/
Instagram,ยกให้เป็นที่หนึ่งในใจ ร้านสุกี้ยากี้ ชาบู เนื้อ วา,"ยกให้เป็นที่หนึ่งในใจ ร้านสุกี้ยากี้ ชาบู เนื้อ วากิว Kurohana Sukiyaki Honten แห่งย่านราชพฤกษ์ หรือเรียกว่าอยู่ จ.นนทบุรี ก็ได้ เสิชแมพตามชื่อจ้า วากิวเนื้อ A5 คุโรฮานะ จุดเด่นคือ ไขมันที่แทรก บาลานซ์ทั่วชิ้นเนื้อ ทำให้กินแล้วไม่เลี่ยนเลยยยย BMS 11-12 จากจังหวัดคุมาโมโตะ ประเทศญี่ปุ่น ในเรทหลักพัน ต่อคน เป็นชุดเซ็ท ซึ่งมี part ต่างๆ ให้เลือกเพียบ เช่น Momo Zabuton Misuji Tokusen Rosu หรือ Sasami ซึ่งถ้าอยากลองครบ ก็สามารถสั่งชุดใหญ่ รวม part ได้ แบ่งกันกิน 2 คน โดยในภาพที่ผมถือก็คือ Kurohana Set 2,990.- ในเซ็ท มี ผัก ข้าว เครื่องเคียง และ ของหวาน ครบๆ โดยข้าวเป็นสายพันธุ์ Okawari Rice ที่อร่อยนุ่มม แบบถ้วยเดียวต้องมีเบิ้ล แต่ผมขอแนะนำเลยนะฮะ ว่าให้ลองสั่งเส้น Inaniwa Udon ของร้านนี้ด้วย เพราะเป็นเส้นสด ที่มีความนุ่มหนึบ อวบกำลังดี เส้นทำมือทีละเส้น กว่า 400 ปี ที่เคี้ยวสนุกจริงๆ วัตถุดิบนำเข้าโดย CTI Food Supply Co., Ltd. ทั้ง Okawari Rice รวมไปถึง Inaniwa Udon ด้วย และขาดไม่ได้คือ เนื้อคุโรฮานะวากิว อร่อยๆเด็ดๆ จากฟาร์ม Sugimoto-Honten ฟาร์มชั้นนำในญี่ปุ่น #CFS #Ctifoodsupply #cfsXkurohanasukiyaki #สุกี้ยากี้คันไซ #ราชพฤกษ์ #A5wagyu #ของอร่อยนนทบุรี #kurohanasukukiyaki","#CFS, #Ctifoodsupply, #cfsXkurohanasukiyaki, #สุกี้ยากี้คันไซ, #ราชพฤกษ์, #A5wagyu, #ของอร่อยนนทบุรี, #kurohanasukukiyaki","other, ไขมันที่แทรก, เครื่องเคียง, เป็นชุดเซ็ท, ทั้ง, ทำให้กินแล้วไม่เลี่ยนเลยยยย",883,64,70,2025-08-09T15:47:34Z,0.000174,bakery,other,https://www.facebook.com/eatwithpete/posts/pfbid02WsHPmK8p7ZxyexTmvUyeqn87XKfrp6u9XgdNDmQc8cBZz3SS2Z14Re65GrZvjf84l
TikTok,ปาท่องโก๋ 50cm ชิ้นโตกว่าท่อนแขน โดดเด่นยกให้ร้านน,"ปาท่องโก๋ 50cm ชิ้นโตกว่าท่อนแขน โดดเด่นยกให้ร้านนี้เลย ""จินติ่งซวน"" ร้านอาหารจีนเปิดใหม่ เซ็นทรัลเวิลด์ ชั้น 6 สาขาแรกในไทย ร้านจีนกวางตุ้ง เสฉวน #Rstars #JinDingXuan #เซ็นทรัลเวิล #ป้ายยาอาหารอร่อย","#Rstars, #JinDingXuan, #เซ็นทรัลเวิล, #ป้ายยาอาหารอร่อย","other, เสฉวน, ป้ายยาอาหารอร่อย, เซ็นทรัลเวิลด์, จินติ่งซวน, ร้านอาหารจีนเปิดใหม่",750,10,10,2024-03-05T15:47:34Z,0.000114,bakery,other,https://www.facebook.com/reel/1913941425829784/
Instagram,ไปลองละครับ ชาบูมันปู แบรนด์ใหม่ OOTOYA OKI ชั้น 5,"ไปลองละครับ ชาบูมันปู แบรนด์ใหม่ OOTOYA OKI ชั้น 5 เซ็นทรัล ปิ่นเกล้า การันตีความอร่อยแน่นอน จาก OOTOYA แล้วมีทั้ง สุกี้ยากี้ ชาบู หลากหลาย ก่อนอื่นมาที่ซุปมันปูก่อนเลย เป็นปูซูไวทั้งตัวเต็มๆ แล้วพนักงานจะค่อยๆแกะเนื้อ ก่อนจะตักมันปูลงไป ทำให้ได้ซุป OOZUWAI KANI SOUP ที่หอมอร่อยยย หลังจากนั้นก็กินเนื้อปูแบบชิลๆ พลางซดซุปได้เลยย เซ็ทอื่นๆมีให้เลือกครบ ทั้ง เนื้อวัว หมู ปลาหลากชนิด ซุปมี ปลาโอ มันปู สุกี้ยากี้ ที่ผมชอบมากคือซุปเต้าหู้ เปิดมื้อสดชื่นด้วย ฟองเต้าหู้สด ยูบะผสมซอสพอนสึ ไฮไลท์ ชุดรวมปลาเกรดซาซิมิ เนื้อแน่น สด หวาน มีทั้งปลาบุรี, ปลาฮามาจิ, ปลาคาเรอิ และปลาคามาสึ ต่อด้วย ชุดเนื้อวากิวสันนอก A4 ลายเนื้อสวยงาม ผมชอบกินแบบสุกี้ยากี้ จุ่มแค่แปปเดียวเนื้อนุ่มมากก กินคู่กับไข่ดิบฟินสุด ชุดเนื้อสันนอกออสเตรเลียก็มีจ้า ใครไม่ทานเนื้อ ไปที่หมูคุณภาพพรีเมียม 3 สายพันธุ์ พิเศษ จาก S-Pure จิ้มซอสงา ที่บดเมล็ดงาลงไป ดีเลย ยังมีเมนูให้เลือกอีกเยอะ ปักหมุดได้เลย OOTOYA OKI เซ็นทรัลปิ่นเกล้า ชั้น 5 ครับ",,"สุกี้ยากี้, ทำให้ได้ซุป, other, ที่ผมชอบมากคือซุปเต้าหู้, มันปู, พิเศษ",380,34,48,2025-02-22T15:47:34Z,8.4e-05,bakery,other,https://www.facebook.com/eatwithpete/posts/pfbid02g7wZRzGEHMPoZW1tdmGy4ek7vNwm9MtKCh2doWN2Xs3AhaZMhoWJg3dmEni1TLvcl
